,name,nickname,wins_x,losses_x,draws_x,height_x,weight,reach_x,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins),wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge
2349,Katlyn Cerminara,Blonde Fighter,18.0,6.0,0,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.58,34%,4.48,62%,0.31,15%,50%,0.3,18.0,6.0,0.0,69.0,68.0,35.0,"Quakertown, United States",35%,1104 of 3159,16%,,4.58,0.31,62%,0.06,4.48,0.31,50%,14:10,both
2354,Katsunori Kikuno,381,24.0,8.0,2,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,1.88,75%,76%,0.8,23.0,8.0,2.0,68.0,66.0,41.0,"Kagoshimo, Japan",40%,189 of 468,75%,,2.64,1.88,62%,0.21,2.47,0.84,77%,07:10,both
2357,Kaue Fernandes,225,8.0,2.0,0,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995",1.53,54%,0.87,59%,1.0,100%,62%,0.0,8.0,2.0,0.0,69.0,73.0,28.0,"State of Rio de Janeiro, Brazil",100%,1 of 1,,,3.0,0.0,33%,0.0,42.0,0.0,,00:20,both
2358,Kay Hansen,298,7.0,6.0,0,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.01,50%,3.19,51%,1.83,22%,37%,0.8,7.0,6.0,0.0,62.0,63.0,23.0,"La Mirada, United States",50%,173 of 343,23%,5 of 31,3.01,1.83,52%,0.0,3.19,0.78,38%,14:22,both
2359,Kayla Harrison,303,17.0,1.0,0,"5' 8""",135 lbs.,"66""",Southpaw,"Jul 02, 1990",7.52,71%,0.29,83%,4.42,40%,100%,2.2,17.0,1.0,0.0,68.0,66.0,33.0,"Middletown, United States",72%,51 of 71,40%,2 of 5,7.52,4.42,83%,0.0,0.29,2.21,100%,06:47,both
2360,Kaynan Kruschewsky,Bahia,15.0,2.0,0 (1 NC),"6' 0""",155 lbs.,"73""",Orthodox,"Apr 04, 1991",5.08,39%,4.79,47%,2.18,100%,0%,2.2,15.0,2.0,0.0,72.0,73.0,33.0,"Salvador, Brazil",39%,35 of 89,100%,,5.08,2.18,48%,0.0,4.79,2.18,,03:27,both
2362,Kazuhiro Nakamura,Kaz,21.0,13.0,0,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6,11.0,8.0,0.0,70.0,,43.0,"Hiroshima, Japan",39%,21 of 54,20%,,1.05,1.5,59%,0.0,23.8,0.0,43%,10:00,both
2366,Kazula Vargas,802,12.0,5.0,0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",3.65,53%,1.77,57%,0.4,25%,30%,0.4,12.0,5.0,0.0,68.0,71.5,37.0,"Mexico City, Mexico",54%,138 of 256,25%,,3.65,0.4,58%,0.0,1.77,0.4,30%,09:28,both
2367,Kazuma Maruyama,Gluttony,11.0,7.0,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jul 19, 1992",3.83,41%,2.23,53%,4.79,33%,100%,0.0,0.0,1.0,0.0,,,30.0,,,,33%,,,,,,,,,00:00,both
2370,Kazuo Misaki,Hitman,25.0,11.0,2 (1 NC),"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976",2.85,40%,2.74,63%,0.72,38%,51%,0.6,0.0,0.0,0.0,70.0,,47.0,Japan,,,40%,1 of 5,,,,,,,,,both
2371,Kazushi Sakuraba,The Gracie Hunter,26.0,17.0,1 (2 NC),"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",1.26,41%,2.03,51%,1.26,31%,48%,1.7,26.0,17.0,1.0,0.0,,54.0,Japan,41%,314 of 760,31%,,1.26,1.26,52%,0.24,2.03,1.74,49%,08:19,both
2377,Keigo Kunihara,403,3.0,2.0,0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5,3.0,3.0,0.0,72.0,,,Japan,10%,1 of 10,40%,,0.17,4.97,57%,0.0,1.99,2.49,100%,06:02,both
2380,Keisuke Sasu,Sasuke,11.0,3.0,1,"5' 5""",145 lbs.,"69""",Switch,"Sep 30, 1994",2.76,49%,2.42,48%,3.76,40%,61%,1.9,1.0,2.0,0.0,,,28.0,Japan,49%,66 of 134,40%,,2.76,3.76,48%,0.0,2.42,1.88,62%,07:59,both
2381,Keita Nakamura,KTaro,34.0,10.0,2 (1 NC),"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.2,58%,1.65,48%,63%,0.3,34.0,10.0,2.0,71.0,73.0,39.0,Japan,37%,384 of 1048,49%,18 of 39,2.23,1.65,59%,0.35,3.2,0.35,64%,14:21,both
2382,Keith Berish,Sha Bang Bang,5.0,1.0,0 (1 NC),"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0.0,5.0,1.0,0.0,72.0,73.5,37.0,"Poughkeepsie, United States",36%,61 of 168,40%,2 of 5,3.58,1.76,63%,0.0,4.81,0.0,,08:32,both
2384,Keith Hackney,The Giant Killer,2.0,2.0,0,"5' 11""",200 lbs.,--,Sideways,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,"Addison, United States",51%,25 of 49,,,,,,,,,,,both
2385,Keith Jardine,The Dean of Mean,17.0,11.0,2,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",3.25,36%,2.98,59%,1.18,45%,62%,0.7,16.0,11.0,2.0,74.0,,47.0,"Butte, United States",37%,538 of 1449,33%,,4.04,0.34,59%,0.34,4.25,0.0,63%,10:15,both
2386,Keith Mielke,496,0.0,5.0,0,"5' 8""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,20%,2 of 10,,,,,,,,,,,both
2387,Keith Rockel,Rock,12.0,4.0,1,"6' 0""",185 lbs.,--,Orthodox,--,1.13,73%,0.21,66%,4.63,75%,100%,4.6,10.0,4.0,1.0,72.0,,57.0,United States,73%,11 of 15,75%,,1.13,4.63,67%,0.0,0.21,4.63,100%,04:52,both
2388,Keith Wisniewski,The Polish Connection,28.0,15.0,1,"6' 0""",170 lbs.,--,Orthodox,"Oct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3,28.0,14.0,1.0,71.0,,41.0,United States,52%,133 of 255,40%,6 of 15,2.32,1.57,43%,0.0,4.86,0.26,79%,11:28,both
2389,Kelly Dullanty,Psycho,4.0,2.0,0,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0.0,0%,0.67,75%,0.0,0%,66%,0.0,4.0,1.0,0.0,68.0,,45.0,"San Jose, United States",0%,0 of 1,,,0.0,0.0,75%,0.0,0.67,0.0,67%,02:58,both
2390,Kelly Faszholz,222,4.0,2.0,0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.0,0%,44%,0.0,3.0,2.0,0.0,68.0,67.0,39.0,"Englewood, United States",48%,120 of 249,0%,,4.01,0.0,53%,0.0,3.61,0.0,44%,14:58,both
2392,Kelly Velasco,Killer,2.0,1.0,0,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995",2.27,35%,5.67,47%,0.0,0%,100%,0.0,2.0,2.0,0.0,69.0,,28.0,"Santa Clara, United States",35%,34 of 97,0%,,2.27,0.0,48%,0.0,5.67,0.0,100%,15:00,both
2393,Kelvin Gastelum,255,18.0,9.0,0 (1 NC),"5' 9""",170 lbs.,"71""",Southpaw,"Oct 24, 1991",3.55,41%,3.23,58%,0.96,30%,59%,0.1,18.0,9.0,0.0,69.0,71.5,32.0,"San Jose, United States",42%,1058 of 2521,31%,9 of 62,3.55,0.96,58%,0.45,3.23,0.1,59%,13:33,both
2397,Ken Shamrock,The Worlds Most Dangerous Man,28.0,17.0,2,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5,26.0,11.0,2.0,73.0,,59.0,United States,47%,70 of 149,60%,,1.47,0.94,40%,0.31,4.3,2.52,44%,05:33,both
2398,Ken Stone,748,11.0,4.0,0,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.9,48%,1.24,33%,60%,0.6,11.0,4.0,0.0,68.0,,40.0,United States,49%,93 of 188,33%,,3.85,1.24,49%,0.0,2.9,0.62,60%,04:50,both
2399,Kendall Grove,Da Spyder,23.0,17.0,0 (1 NC),"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.4,54%,0.49,45%,56%,1.7,14.0,9.0,0.0,78.0,,40.0,"Maui, United States",45%,263 of 586,63%,,2.14,0.61,55%,0.24,2.98,2.07,57%,09:28,both
2402,Kenichi Yamamoto,838,5.0,12.0,2,"6' 0""",170 lbs.,--,Orthodox,"Jul 11, 1976",0.3,46%,1.93,38%,0.0,0%,10%,0.3,0.0,0.0,0.0,0.0,,46.0,Japan,43%,3 of 7,0%,,0.43,0.0,39%,0.0,12.92,0.0,10%,06:58,both
2405,Kennedy Nzechukwu,African Savage,12.0,5.0,0,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",5.13,45%,4.9,50%,0.6,45%,80%,0.2,12.0,5.0,0.0,77.0,83.0,31.0,United States,46%,641 of 1398,45%,,5.13,0.6,51%,0.36,4.9,0.24,81%,09:37,both
2407,Kenneth Bergh,65,8.0,0.0,0 (1 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.0,0%,0%,0.0,6.0,0.0,0.0,74.0,76.0,34.0,,75%,18 of 24,0%,,4.56,0.0,29%,0.0,1.27,0.0,,03:57,both
2411,Kenny Florian,KenFlo,14.0,6.0,0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3,16.0,6.0,0.0,70.0,74.0,47.0,"Westwood , United States",40%,456 of 1139,33%,,2.41,2.22,64%,0.08,1.85,1.27,60%,10:32,both
2413,Kenny Robertson,642,15.0,5.0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8,15.0,5.0,0.0,70.0,74.0,39.0,"Peoria, United States",47%,327 of 695,27%,,3.72,1.37,52%,0.34,3.02,0.85,57%,09:46,both
2416,Kerry Schall,Meat Truck,24.0,13.0,0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.0,0%,0%,0.0,19.0,7.0,0.0,75.0,,51.0,"Cincinnati, United States",12%,8 of 68,,,0.94,0.0,63%,0.0,4.84,0.0,,08:28,both
2417,Kerry Vera,809,2.0,0.0,0,"5' 7""",135 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,67.0,,,"San Diego, United States",,,15%,,,,,,,,,00:00,both
2419,Ketlen Souza,Esquentadinha,14.0,4.0,0,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",4.78,68%,2.03,60%,0.9,50%,50%,0.0,14.0,4.0,0.0,63.0,63.0,29.0,"Manaus, Brazil",69%,80 of 116,50%,,4.78,0.9,61%,0.0,2.03,0.0,50%,08:23,both
2420,Ketlen Vieira,Fenomeno,14.0,3.0,0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",3.04,41%,3.92,51%,1.51,44%,92%,0.6,14.0,3.0,0.0,68.0,68.0,32.0,"State of Amazonas, Brazil",41%,514 of 1246,45%,8 of 38,3.04,1.51,52%,0.0,3.92,0.62,93%,15:22,both
2421,Kevin Aguilar,Angel of Death,17.0,5.0,0,"5' 7""",155 lbs.,"73""",Orthodox,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0,17.0,5.0,0.0,67.0,72.0,34.0,"Gladewater, United States",40%,370 of 924,17%,,3.96,0.16,52%,0.32,4.81,0.0,79%,13:20,both
2422,Kevin Borjas,El Gallo Negro,9.0,3.0,0,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",4.92,40%,6.7,49%,0.0,0%,61%,0.0,9.0,3.0,0.0,65.0,68.0,26.0,"Lima, Peru",40%,180 of 447,0%,,4.92,0.0,49%,0.0,6.7,0.0,61%,12:12,both
2423,Kevin Burns,The Fire,12.0,7.0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,38%,4.3,52%,0.28,50%,47%,0.8,8.0,4.0,0.0,71.0,,43.0,"Carroll, United States",39%,145 of 373,50%,,2.74,0.28,53%,0.57,4.3,0.85,48%,10:34,both
2424,Kevin Casey,King,9.0,5.0,2 (2 NC),"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",2.27,53%,3.76,46%,0.79,22%,27%,0.4,9.0,5.0,1.0,71.0,77.0,42.0,United States,54%,172 of 321,22%,,2.27,0.79,46%,0.2,3.76,0.4,27%,08:36,both
2425,Kevin Croom,Crash,21.0,15.0,0 (1 NC),"5' 11""",135 lbs.,"73""",Orthodox,"Jul 15, 1987",2.65,34%,3.1,41%,0.48,5%,30%,0.5,21.0,15.0,0.0,71.0,73.5,35.0,"Columbia, United States",34%,83 of 243,6%,1 of 17,2.65,0.48,42%,0.48,3.1,0.48,30%,07:50,both
2428,Kevin Gray,Pocket Herc,9.0,4.0,0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,62%,4.48,66%,0.0,0%,0%,0.0,9.0,4.0,0.0,64.0,67.0,38.0,"Topeka, United States",63%,10 of 16,0%,,3.45,0.0,67%,0.0,4.48,0.0,,02:54,both
2430,Kevin Holland,Trailblazer,25.0,11.0,0 (1 NC),"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",4.24,49%,3.19,50%,0.85,38%,54%,0.6,25.0,11.0,0.0,75.0,81.0,31.0,"Riverside, United States",49%,1049 of 2131,39%,,4.24,0.85,51%,0.3,3.19,0.55,55%,11:14,both
2431,Kevin Jackson,341,4.0,2.0,0,"5' 10""",199 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,"Phoenix, United States",,,71%,2 of 35,,,,,,,,,both
2432,Kevin Jordan,The Shaman,11.0,9.0,0,"6' 3""",245 lbs.,--,Orthodox,"Dec 31, 1970",2.0,40%,1.91,55%,0.0,0%,77%,0.6,7.0,4.0,0.0,74.0,,52.0,"Columbus, United States",42%,36 of 86,0%,,1.93,0.0,55%,0.0,2.47,0.0,78%,09:20,both
2433,Kevin Jousset,Air,10.0,2.0,0,"6' 2""",170 lbs.,"75""",Orthodox,"May 02, 1993",8.23,55%,5.1,53%,1.51,66%,100%,0.8,10.0,2.0,0.0,74.0,75.0,31.0,France,48%,15 of 31,67%,2 of 3,1.0,2.0,49%,0.0,1.2,0.0,63%,15:00,both
2435,Kevin Lee,The Motown Phenom,18.0,8.0,0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.88,42%,3.6,50%,3.18,43%,75%,0.8,18.0,8.0,0.0,70.0,77.0,30.0,"Detroit, United States",42%,843 of 1995,43%,32 of 106,3.88,3.18,50%,0.07,3.6,0.76,75%,11:26,both
2436,Kevin Natividad,Quicksand,9.0,4.0,0,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993",2.68,34%,4.29,47%,3.66,50%,83%,0.0,9.0,4.0,0.0,66.0,70.0,30.0,"Fort Worth, United States",34%,77 of 226,50%,,2.68,3.66,48%,0.52,4.29,0.0,83%,09:34,both
2437,Kevin Randleman,The Monster,17.0,16.0,0,"5' 10""",205 lbs.,--,Orthodox,"Aug 10, 1971",1.26,54%,1.12,57%,2.0,56%,30%,0.8,10.0,5.0,0.0,70.0,,,United States,55%,208 of 379,56%,,1.26,2.0,57%,0.45,1.12,0.82,31%,10:20,both
2439,Kevin Rosier,658,2.0,6.0,0,"6' 4""",275 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,1.0,2.0,0.0,0.0,,,"Tampa, United States",,,69%,,,,,,,,,,both
2441,Kevin Syler,El Nino Bala,10.0,1.0,0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.6,69%,4.03,48%,1.0,40%,77%,2.0,10.0,1.0,0.0,69.0,,29.0,,69%,168 of 242,40%,,5.6,1.0,48%,0.0,4.03,2.0,78%,15:00,both
2442,Kevin Szaflarski,764,11.0,2.0,0,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",1.13,28%,8.07,30%,0.0,0%,0%,0.0,0.0,1.0,0.0,77.0,77.5,28.0,"Vienna, Austria",28%,17 of 60,0%,,1.13,0.0,30%,0.0,8.07,0.0,,15:00,both
2443,Kevin Vallejos,El Chino,11.0,1.0,0,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001",4.73,44%,5.8,51%,0.0,0%,66%,0.0,0.0,1.0,0.0,,,21.0,,45%,71 of 159,0%,,4.73,0.0,51%,0.0,5.8,0.0,67%,15:00,both
2444,Khabib Nurmagomedov,The Eagle,29.0,0.0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48%,1.75,65%,5.32,48%,84%,0.8,29.0,0.0,0.0,70.0,70.0,34.0,"Dagestan Republic, Russia",49%,705 of 1444,48%,49 of 127,4.1,5.32,65%,0.17,1.75,0.79,85%,13:13,both
2445,Khadis Ibragimov,333,8.0,4.0,0,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3,8.0,4.0,0.0,75.0,78.5,28.0,"Republic of Dagestan, Russia",50%,164 of 329,30%,3 of 10,3.55,0.97,47%,0.0,4.26,0.32,81%,11:34,both
2448,Khalid Murtazaliev,536,14.0,2.0,0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",4.8,69%,0.4,78%,7.5,100%,33%,0.0,14.0,2.0,0.0,,,29.0,"Dagestan Republic, Russia",70%,48 of 69,100%,5 of 5,4.8,7.5,79%,0.0,0.4,0.0,33%,10:00,both
2449,Khalid Taha,The Warrior,13.0,5.0,0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0.0,0%,61%,0.2,13.0,5.0,0.0,67.0,68.0,31.0,"Warendorf, Germany",32%,163 of 502,0%,,2.64,0.0,47%,0.49,4.12,0.24,62%,10:17,both
2450,Khalil Rountree Jr,660,14.0,5.0,0 (1 NC),"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",3.84,39%,4.18,50%,0.0,0%,58%,0.1,14.0,5.0,0.0,73.0,76.5,34.0,"Los Angeles, United States",39%,451 of 1143,0%,,3.84,0.0,50%,1.66,4.18,0.13,59%,07:50,both
2451,Khama Worthy,The Death Star,16.0,9.0,0,"5' 11""",155 lbs.,"74""",Orthodox,"Oct 15, 1986",4.18,48%,4.45,46%,0.0,0%,57%,0.7,16.0,9.0,0.0,71.0,74.0,36.0,"Pittsburgh, United States",48%,93 of 192,,,4.18,0.0,46%,0.67,4.45,0.67,57%,04:27,both
2452,Khamzat Chimaev,Borz,13.0,0.0,0,"6' 2""",185 lbs.,"75""",Orthodox,"May 01, 1994",5.72,58%,3.46,42%,3.99,46%,100%,2.7,13.0,0.0,0.0,74.0,75.0,29.0,,59%,258 of 439,46%,4 of 26,5.72,3.99,42%,0.66,3.46,2.66,100%,06:27,both
2453,Khaos Williams,The OxFighter,14.0,3.0,0,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",5.77,39%,5.33,42%,0.0,0%,80%,0.0,14.0,3.0,0.0,72.0,77.0,29.0,"South Bend, United States",39%,415 of 1052,0%,,5.77,0.0,43%,0.83,5.33,0.0,80%,10:17,both
2455,Khusein Askhabov,Nohcho,23.0,1.0,0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2.0,26%,4.13,56%,0.0,0%,66%,0.0,23.0,1.0,0.0,68.0,69.0,29.0,"Grozny , Russia",26%,30 of 114,0%,,2.0,0.0,57%,0.0,4.13,0.0,67%,15:00,both
2456,Kiefer Crosbie,BDK,10.0,4.0,0,"5' 11""",170 lbs.,"70""",Switch,"Apr 05, 1990",8.1,66%,6.02,50%,0.0,0%,0%,0.0,10.0,4.0,0.0,70.98,,31.0,"Dublin, Ireland",56%,163 of 293,67%,1 of 3,8.23,1.51,53%,0.0,5.1,0.76,100%,09:55,both
2458,Kiichi Kunimoto,Strasser,18.0,7.0,2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3,19.0,6.0,2.0,69.0,71.0,42.0,Japan,44%,88 of 200,20%,5 of 25,1.87,1.59,41%,0.0,3.92,0.32,29%,09:26,both
2462,Kimo Leopoldo,Kimo,10.0,7.0,1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3,10.0,4.0,1.0,73.0,,55.0,United States,83%,5 of 6,100%,,1.46,4.39,30%,0.0,4.1,4.39,,01:43,both
2467,Kit Cope,Havoc,6.0,7.0,0,"6' 0""",170 lbs.,--,Orthodox,"Mar 17, 1977",1.18,52%,2.12,35%,0.0,0%,50%,3.5,0.0,0.0,0.0,72.0,,46.0,"Mesa, United States",53%,10 of 19,,,1.18,0.0,36%,0.0,2.12,3.53,50%,04:15,both
2472,Klidson Abreu,White Bear,15.0,4.0,0 (1 NC),"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",2.05,40%,2.9,55%,0.64,20%,80%,0.0,15.0,4.0,0.0,74.0,74.0,30.0,"Manaus, Brazil",41%,96 of 236,20%,,2.05,0.64,56%,0.0,2.9,0.0,80%,11:43,both
2474,Koji Kitao,385,1.0,2.0,0,"6' 7""",350 lbs.,--,Southpaw,"Oct 12, 1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,59.0,Japan,,,33%,4 of 18,,,,,,,,,both
2475,Koji Oishi,558,25.0,10.0,10,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.0,0%,0%,0.0,11.0,4.0,4.0,68.0,,46.0,Japan,9%,2 of 22,,,1.43,0.0,43%,0.0,17.86,0.0,,01:24,both
2476,Kolton Englund,White Assassin,9.0,4.0,0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",2.31,25%,11.54,40%,0.0,0%,0%,0.0,0.0,1.0,0.0,,,29.0,"Kingwood, United States",25%,5 of 20,0%,,2.31,0.0,40%,0.0,11.54,0.0,,02:10,both
2477,Konstantin Erokhin,The Russian Bear,9.0,3.0,0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.0,0%,70%,0.0,9.0,3.0,0.0,70.0,73.0,40.0,"USSR, Russia",37%,32 of 87,,,1.07,0.0,47%,0.0,1.83,0.0,70%,15:00,both
2478,Korey Kuppe,404,8.0,4.0,0,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,73%,1.33,31%,0.0,0%,69%,1.0,8.0,4.0,0.0,,,34.0,"Pontiac, United States",73%,11 of 15,,,0.73,0.0,31%,0.0,1.33,1.0,69%,15:00,both
2480,Koya Kanda,Bushido,12.0,5.0,0,"5' 9""",145 lbs.,"75""",Southpaw,"Dec 20, 1995",3.63,41%,2.9,53%,2.0,18%,100%,0.0,1.0,1.0,0.0,,,27.0,,38%,53 of 141,23%,,3.53,3.0,61%,0.0,2.47,0.0,100%,15:00,both
2481,Koyomi Matsushima,480,13.0,6.0,0,"5' 7""",145 lbs.,"66""",Orthodox,"Oct 08, 1992",2.7,47%,2.83,59%,9.0,52%,33%,0.0,1.0,1.0,0.0,,,30.0,,47%,81 of 172,53%,,2.7,9.0,60%,0.5,2.83,0.0,33%,15:00,both
2482,Kris McCray,Savage,8.0,5.0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",2.69,45%,2.57,54%,2.88,55%,38%,0.0,6.0,3.0,0.0,72.0,,41.0,"Schweinfurt Army Garrison, United States",45%,70 of 154,56%,,2.69,2.88,55%,0.0,2.57,0.0,38%,08:41,both
2483,Kris Moutinho,525,9.0,6.0,0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",4.86,32%,15.48,28%,0.0,0%,0%,0.0,9.0,6.0,0.0,67.0,68.0,30.0,"Ravenna, United States",33%,81 of 248,,,4.86,0.0,29%,0.0,15.48,0.0,,08:20,both
2485,Kristian Rothaermel,Weather Underground,4.0,3.0,0,"6' 0""",205 lbs.,--,Open Stance,"Jan 31, 1972",0.75,50%,2.49,41%,0.0,0%,0%,0.0,40.0,4.0,0.0,72.0,,51.0,"Metairie, United States",50%,3 of 6,0%,,0.75,0.0,41%,0.0,2.49,0.0,,04:01,both
2487,Kron Gracie,282,5.0,2.0,0,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",3.74,44%,6.82,53%,0.47,25%,0%,0.5,5.0,2.0,0.0,69.0,70.0,34.0,"State of Rio de Janeiro, Brazil",45%,120 of 267,25%,1 of 4,3.74,0.47,53%,0.0,6.82,0.47,,10:42,both
2488,Krzysztof Jotko,361,24.0,6.0,0,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",2.98,42%,2.23,57%,1.33,39%,82%,0.1,24.0,6.0,0.0,73.0,77.0,33.0,"Elblag, Poland",43%,640 of 1505,40%,9 of 48,2.98,1.33,57%,0.14,2.23,0.07,82%,12:39,both
2489,Krzysztof Soszynski,The Polish Experiment,26.0,12.0,1,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0,22.0,13.0,1.0,73.0,,45.0,"Stalowa Wola, Poland",41%,288 of 699,27%,,3.58,0.56,59%,0.19,3.37,1.12,72%,08:56,both
2491,Kuniyoshi Hironaka,317,23.0,9.0,0,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,40%,3.01,54%,1.91,30%,25%,0.6,11.0,5.0,0.0,70.0,,47.0,Japan,44%,66 of 151,32%,,1.43,2.6,55%,0.32,5.13,0.97,25%,11:33,both
2492,Kurt Holobaugh,320,21.0,8.0,0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",4.37,43%,4.07,48%,0.71,36%,46%,0.9,21.0,8.0,0.0,71.0,70.0,37.0,United States,44%,368 of 838,36%,2 of 11,4.37,0.71,49%,0.36,4.07,0.89,47%,10:32,both
2494,Kurt Pellegrino,Batman,16.0,7.0,0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2.45,43%,1.94,63%,2.9,54%,69%,0.8,21.0,6.0,0.0,68.0,,44.0,"Point Pleasant, United States",43%,304 of 699,55%,,2.45,2.9,63%,0.36,1.94,0.85,69%,10:41,both
