name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Sione Latu,,1,0,0,"6' 0""",215 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jenel Lausa,,7,5,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8
Joe Lauzon,,28,16,0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0
Dan Lauzon,The Upgrade,17,6,0,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7
Sandra Lavado,Peruvian Zombie,10,3,0,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",0.87,37%,2.67,34%,0.00,0%,33%,0.0
Chatt Lavender,,9,7,0,"5' 8""",170 lbs.,--,,"May 24, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Muhammed Lawal,King Mo,21,6,0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0
Robbie Lawler,Ruthless,30,16,0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0
Tom Lawlor,Filthy,10,6,0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2.50,42%,2.41,60%,2.46,32%,57%,1.4
Justin Lawrence,The American Kidd,10,4,0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0
Lance Lawrence,,4,1,0,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",5.87,50%,9.80,24%,1.00,100%,50%,0.0
Ronnie Lawrence,The Heat,8,2,0 (1 NC),"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",2.78,56%,1.75,52%,6.75,77%,45%,0.2
Eric Lawson,,9,5,0,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3.0
Jimmy Lawson,Greedy,4,2,0,"6' 0""",265 lbs.,"77""",Orthodox,"Nov 13, 1991",0.07,8%,1.60,44%,0.00,0%,0%,0.0
Valmir Lazaro,Bidu,15,5,0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",4.87,37%,4.09,61%,1.33,40%,96%,0.0
Zviad Lazishvili,,13,1,0,"5' 6""",135 lbs.,"69""",Orthodox,"Oct 25, 1991",4.20,39%,6.13,51%,0.00,0%,0%,0.0
Mounir Lazzez,The Sniper,11,3,0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",7.49,55%,5.42,53%,1.80,57%,71%,0.0
Cung Le,,9,3,0,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3
Thanh Le,,6,1,0,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",1.97,40%,1.82,70%,0.00,0%,100%,0.0
Quang Le,Bang,8,0,0,--,135 lbs.,--,,"Oct 18, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jordan Leavitt,The Monkey King,11,3,0,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.55,61%,1.84,57%,2.19,25%,30%,1.1
Jerome LeBanner,,3,2,0,"6' 3""",265 lbs.,--,Southpaw,"Dec 26, 1972",0.92,35%,1.03,37%,0.00,0%,50%,0.0
Chris Leben,The Crippler,22,11,0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8
Mickael Lebout,Ragnar,16,7,1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.60,34%,2.98,54%,0.00,0%,60%,0.0
Stephen Ledbetter,,8,3,0,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982",1.20,38%,1.60,57%,5.00,45%,100%,0.0
Justin Ledet,El Blanco,9,4,0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2
James Lee,,15,3,0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.40,42%,3.72,27%,13.95,50%,0%,7.0
David Lee,,12,10,0,"5' 10""",155 lbs.,--,Orthodox,--,1.49,50%,3.31,42%,0.00,0%,50%,0.0
Jackie Lee,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eun Soo Lee,,17,4,0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",0.00,0%,3.05,60%,0.00,0%,50%,0.0
Tae Hyun Lee,,1,2,0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",1.37,31%,3.89,54%,5.15,100%,0%,0.0
Tommy Lee,,25,6,0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",0.00,0%,0.30,75%,4.57,33%,0%,0.0
Matt Lee,,14,10,1,"5' 11""",155 lbs.,--,Orthodox,--,0.00,0%,9.68,21%,0.00,0%,0%,0.0
Imani Lee,,2,4,0,--,--,--,Orthodox,--,0.00,0%,0.94,33%,0.00,0%,0%,0.0
Vaughan Lee,,14,13,1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0
Kevin Lee,The Motown Phenom,18,8,0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.88,42%,3.60,50%,3.18,43%,75%,0.8
Rocky Lee,,3,2,0,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.00,10%,33%,0.0
Andrea Lee,KGB,13,10,0,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",4.71,46%,3.83,62%,1.70,55%,54%,0.6
JeongYeong Lee,Korean Tiger,11,1,0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",2.81,53%,1.57,59%,0.96,66%,76%,0.5
JungHyun Lee,The Phenom,8,1,0,"5' 5""",125 lbs.,"65""",Orthodox,"Sep 10, 2002",4.27,39%,6.20,38%,0.00,0%,64%,0.0
ChangHo Lee,,9,1,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",4.30,69%,1.03,47%,4.30,35%,25%,0.0
Ricky Legere Jr.,IE Bad Boy,14,4,0,"5' 8""",170 lbs.,--,,--,1.07,41%,1.53,60%,5.00,41%,0%,0.0
Sherron Leggett,Rob Roy,21,6,0,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0
Cheyden Leialoha,Steadfast,6,0,0,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",1.87,28%,3.20,53%,2.00,33%,71%,0.0
Claudia Leite,,8,3,0,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996",1.27,47%,1.73,57%,1.00,25%,0%,1.0
Thales Leites,,28,9,0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.10,27%,30%,1.1
Stefan Leko,Blitz,0,3,0,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",2.40,43%,6.17,68%,0.00,0%,0%,0.0
Gabe Lemley,,13,9,0,"5' 8""",155 lbs.,--,Orthodox,--,0.82,35%,6.03,45%,0.00,0%,0%,0.0
Amanda Lemos,,14,3,1,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",3.43,54%,4.21,44%,0.98,63%,57%,0.7
Giacomo Lemos,,6,0,0,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Christophe Leninger,,3,4,0,"6' 0""",200 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jesse Lennox,The Ox,14,4,0,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",2.69,32%,3.20,64%,1.22,66%,63%,0.3
Jean Francois Lenogue,,16,17,3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",1.13,34%,0.27,60%,0.00,0%,33%,0.0
Nik Lentz,The Carny,30,12,2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.30,32%,43%,1.2
Alberta Cerra Leon,,0,1,0,"5' 8""",238 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Victoria Leonardo,Fury,9,6,0,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",3.27,39%,4.70,46%,1.60,27%,71%,0.0
Anthony Leone,,15,8,0,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987",1.94,53%,2.52,56%,1.72,18%,0%,0.0
Chad Leonhardt,The Boss,9,4,0,"6' 0""",170 lbs.,--,,"Feb 19, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kimo Leopoldo,,10,7,1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3
Michael Lerma,,0,1,0,--,--,--,,--,0.00,0%,6.47,45%,0.00,0%,0%,0.0
Lukasz Les,,8,3,0,--,170 lbs.,--,,"Nov 05, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brock Lesnar,,5,3,0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.90,55%,60%,0.5
Frank Lester,,11,6,0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,0.00,0%,0%,0.0
Valerie Letourneau,Trouble,8,6,0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.40,58%,0.77,45%,66%,0.3
Leah Letson,Nidas,5,3,0,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",3.06,41%,3.84,52%,0.51,50%,76%,0.0
Justin Levens,The Executioner,10,7,0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1
Marcus LeVesseur,The Prospect,22,7,0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.70,37%,3.89,36%,83%,0.6
David Levicki,,1,3,0,"6' 5""",275 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyle Levinton,,0,3,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Natan Levy,Lethal,8,2,0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",3.70,52%,3.19,58%,5.03,58%,41%,0.5
John Lewis,,3,4,3,"6' 0""",155 lbs.,--,Southpaw,--,0.00,0%,4.00,66%,0.00,0%,0%,0.0
Derrick Lewis,The Black Beast,28,12,0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.48,50%,2.48,40%,0.57,26%,52%,0.0
Bevon Lewis,,7,3,0,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",3.73,43%,2.67,54%,0.00,0%,66%,0.0
Brandon Lewis,,6,2,0,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",2.17,29%,3.63,53%,1.00,15%,20%,0.0
Malik Lewis,Hard Knock,6,2,0,"6' 0""",155 lbs.,"75""",Orthodox,"Mar 04, 1996",4.16,45%,5.66,40%,3.98,40%,50%,0.0
Chi Lewis-Parry,Chopper,7,0,1 (2 NC),"6' 9""",243 lbs.,--,,"Aug 10, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Li Jingliang,The Leech,19,8,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.84,57%,1.25,41%,60%,0.0
Li Yunfeng,,9,5,0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999",0.53,29%,2.55,35%,0.00,0%,50%,0.0
Liang Na,The Dragon Girl,19,8,0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996",1.99,42%,3.95,36%,3.60,58%,25%,0.5
Jess Liaudin,The Joker,20,11,0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
Chuck Liddell,The Iceman,21,8,0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0
Rodrigo Lidio,Dynamis,12,3,0,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989",0.97,50%,0.00,100%,0.00,0%,50%,0.0
Sam Liera,,12,10,0,--,--,--,,--,0.82,60%,7.36,51%,0.00,0%,66%,0.0
Zach Light,,9,11,0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,33%,1.90,48%,1.36,100%,0%,0.0
Scott Lighty,,6,2,0,"6' 2""",205 lbs.,--,,"Oct 15, 1978",2.91,21%,4.24,49%,0.00,0%,0%,0.0
Chris Liguori,,15,10,0,"5' 9""",185 lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.00,0%,50%,0.0
Donnie Liles,,17,7,0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.50,28%,0%,1.2
Jae Suk Lim,,17,6,0,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0
Hyun Gyu Lim,The Ace,13,7,1,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2
Juliana Lima,Ju Thai,9,5,0,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0
Dhiego Lima,,17,9,0,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",3.12,39%,3.88,58%,1.26,34%,73%,0.6
Douglas Lima,The Phenom,29,6,0,"6' 1""",170 lbs.,--,,"Jan 05, 1988",1.92,36%,2.84,60%,0.60,100%,46%,0.0
Mabelly Lima,,7,1,0,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",3.07,63%,5.67,44%,0.00,0%,100%,0.0
Andre Lima,Mascote,9,0,0,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",3.75,56%,2.46,59%,0.79,50%,60%,0.8
Miguel Linares,,2,4,0,--,--,--,,--,6.51,50%,8.84,36%,0.00,0%,0%,0.0
Emiliano Linares,Golden Bull,8,2,0,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997",1.17,28%,3.59,26%,0.00,0%,33%,0.0
Matt Lindland,The Law,22,9,0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3
Jake Lindsey,The Librarian,12,7,0,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0
John Lineker,Hands of Stone,31,9,0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6
Austin Lingo,Lights Out,9,3,0,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",3.86,37%,4.86,57%,0.43,66%,75%,0.0
Lucio Linhares,,19,8,0,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9
Philipe Lins,Monstro,18,5,0,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",3.80,49%,3.59,46%,1.65,33%,100%,0.0
Tainara Lisboa,Thai Panther,7,2,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",2.05,50%,1.40,54%,2.05,40%,70%,0.5
Dean Lister,The Boogeyman,13,7,0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1
Wesley Little,,4,8,0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
James Llontop,Goku,14,3,0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 02, 1999",4.76,52%,2.10,70%,0.00,0%,50%,0.0
Abner Lloveras,Skullman,20,9,1,"5' 11""",155 lbs.,--,,"Sep 04, 1982",6.27,49%,6.87,43%,2.00,20%,0%,0.0
Brian Lo-A-Njoe,,6,10,3,"5' 7""",155 lbs.,--,Orthodox,--,3.87,42%,0.00,0%,0.00,0%,66%,0.0
John Lober,The Machine,5,9,4,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Artem Lobov,The Russian Hammer,13,15,1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
Dylan Lockard,,6,2,0,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",1.31,53%,3.31,52%,2.31,40%,28%,1.2
Sean Loeffler,The Destroyer,31,5,0,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Christian Lohsen,Hollywood,4,2,0,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",5.27,49%,6.93,44%,0.00,0%,0%,2.0
David Loiseau,The Crow,23,11,0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1
Hector Lombard,,34,10,1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5
Michael Lombardo,The Don,11,2,0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",1.47,62%,2.63,31%,2.50,21%,60%,0.0
Rocky Long,,21,37,1,--,145 lbs.,--,,"Feb 18, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thomas Longacre,,6,1,0,"5' 9""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Loma Lookboonmee,,9,3,0,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",4.10,57%,2.48,53%,1.90,50%,72%,0.1
Ange Loosa,The Last Ninja,10,3,0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",6.09,46%,6.67,52%,2.05,42%,90%,0.2
Lucas Lopes,,29,19,0,"6' 2""",185 lbs.,--,,"Oct 05, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dileno Lopes,,19,3,0,"5' 5""",135 lbs.,--,,"Sep 26, 1984",2.37,36%,3.33,53%,2.50,31%,100%,1.5
Diego Lopes,,24,6,0,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",3.22,58%,4.73,37%,0.00,0%,42%,5.0
Bruno Lopes,Brunao,11,1,0,"6' 2""",205 lbs.,"75""",Orthodox,"Apr 24, 1993",5.29,35%,8.46,53%,0.00,0%,0%,0.0
Arthur Lopes,Jon Jones,6,1,0,--,265 lbs.,--,,"Feb 17, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ivan Lopez,,14,3,1,"5' 6""",135 lbs.,--,Southpaw,--,0.90,26%,2.24,65%,0.00,0%,30%,0.0
Steve Lopez,,13,6,1,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984",1.39,24%,2.69,62%,0.00,0%,37%,0.0
Federico Lopez,Kiko,10,6,0,"5' 4""",139 lbs.,--,Orthodox,--,1.78,23%,5.35,30%,0.00,0%,0%,0.0
Jorge Lopez,,11,5,0,"5' 10""",170 lbs.,--,Orthodox,"Nov 21, 1988",2.47,59%,2.57,50%,3.50,41%,81%,0.0
Christopher Lopez,,9,1,0 (1 NC),"5' 10""",170 lbs.,--,,"Jan 30, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matthew Lopez,,10,4,0,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",3.13,50%,3.73,55%,3.32,60%,71%,1.3
Benito Lopez,Golden Boy,10,2,0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",4.39,45%,5.18,56%,0.00,0%,73%,0.3
Gustavo Lopez,,12,6,1,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",2.48,40%,3.87,57%,1.74,41%,31%,0.7
Brendan Loughnane,,17,3,0,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",6.23,63%,6.70,53%,1.50,30%,92%,0.0
Nate Loughran,,11,2,0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",1.81,40%,4.11,59%,0.00,0%,0%,2.1
Caolan Loughran,The Don,9,1,0,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",6.27,47%,5.73,56%,2.50,33%,0%,0.0
Rashard Lovelace,,4,1,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ian Loveland,The Barn Owl,18,10,0,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983",2.71,40%,2.36,64%,1.00,37%,69%,0.3
Jakob Lovstad,The Striking Viking,11,4,0,"6' 3""",205 lbs.,--,Orthodox,--,0.00,0%,9.43,35%,0.00,0%,0%,0.0
Waylon Lowe,,16,7,0 (2 NC),"5' 7""",145 lbs.,--,Southpaw,"Oct 31, 1980",1.88,55%,2.40,53%,4.47,55%,83%,0.3
Brandon Lowe,,2,1,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Lowry,,9,2,0,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 12, 1989",3.97,34%,4.25,63%,0.00,0%,0%,0.0
Lu Kai,The Last Gladiator,8,5,0 (1 NC),"5' 9""",145 lbs.,"69""",Orthodox,"Mar 01, 1994",3.76,43%,5.51,55%,2.62,50%,100%,2.6
Lu Zhengyong,,12,7,0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Robert Lucarelli,,0,1,0,"6' 2""",245 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matt Lucas,Luke Duke,15,3,0,"6' 1""",205 lbs.,--,,--,1.27,48%,3.93,40%,1.00,10%,0%,0.0
Cleber Luciano,,14,6,0,"5' 6""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stephanie Luciano,Rondinha,5,1,1,"5' 6""",115 lbs.,"65""",Orthodox,"Dec 16, 1999",5.80,57%,2.33,61%,1.00,100%,83%,0.0
Iasmin Lucindo,,16,5,0,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002",3.95,46%,3.11,66%,2.23,53%,80%,0.3
Duane Ludwig,Bang,21,14,0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1
Mike Lullo,,8,3,0,"5' 8""",145 lbs.,--,Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6
Paula Luna,La Prodigia,5,3,0,"5' 2""",125 lbs.,"62""",Orthodox,"Jul 05, 1999",0.65,50%,6.20,17%,0.00,0%,0%,0.0
Dalcha Lungiambula,Champion,11,6,0,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",3.07,45%,3.93,52%,2.14,45%,77%,0.0
Alexandru Lungu,,14,4,0,"6' 0""",385 lbs.,--,Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.00,0%,0%,0.0
Vicente Luque,The Silent Assassin,22,10,1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.07,52%,5.21,52%,1.00,53%,62%,0.6
Thaddeus Luster,,0,1,0,"6' 3""",210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Travis Lutter,The Serial Killer,10,6,0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7
Joilton Lutterbach,Peregrino,38,9,0 (1 NC),--,185 lbs.,--,Orthodox,"Nov 05, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tucker Lutz,Top Gun,12,4,0,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",3.74,46%,3.25,44%,1.99,44%,69%,0.2
Lv Zhenhong,,16,6,0,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Stevie Lynch,,5,2,0,"5' 10""",170 lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0.00,0%,0%,0.0
Adam Lynn,,17,10,0 (1 NC),"5' 10""",155 lbs.,--,Orthodox,--,1.47,63%,6.95,10%,0.00,0%,50%,0.0
Chris Lytle,Lights Out,31,18,5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.70,55%,55%,2.4
Dong Hyun Ma,Maestro,16,11,3,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",2.84,41%,4.10,54%,1.27,53%,33%,0.0
Pawan Maan,,7,3,1,"5' 7""",155 lbs.,"70""",Orthodox,"Apr 06, 1986",0.89,44%,2.98,43%,0.00,0%,0%,0.0
William Macario,Patolino,9,3,0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0
Jason MacDonald,The Athlete,25,16,0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",1.55,52%,2.70,46%,1.43,16%,35%,2.0
Rob MacDonald,Maximus,5,4,0,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.80,50%,2.04,46%,7.19,80%,80%,5.4
Rory MacDonald,Red King,19,4,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.80,62%,1.77,47%,88%,0.4
Ryan MacDonald,Main Event,10,2,0,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",2.28,29%,6.49,45%,0.00,0%,0%,0.0
Clayton MacFarlane,,4,1,0,--,170 lbs.,--,,--,1.33,52%,1.82,55%,1.05,33%,37%,0.0
Ilima Macfarlane,,6,0,0,"5' 4""",125 lbs.,--,,--,4.13,43%,2.93,65%,0.00,0%,50%,1.0
Valesca Machado,Tina Black,8,3,0 (1 NC),"5' 4""",115 lbs.,"63""",Orthodox,"May 06, 1996",2.40,32%,2.87,64%,0.00,0%,76%,0.0
Caio Machado,Bigfoot,8,3,1,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",6.07,58%,2.73,63%,0.00,0%,82%,0.0
Ian Machado Garry,The Future,14,0,0,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",6.27,55%,3.49,53%,0.55,75%,69%,0.0
Lyoto Machida,The Dragon,24,8,0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4
War Machine,,14,5,0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0
Anthony Macias,Mad Dog,26,18,0,"5' 9""",185 lbs.,--,Switch,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
