name,wins,losses,draws,height,reach,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time
Dong Hyun Ma,16,11,3,71.00,70.50,34,South Korea,49%,424 of 865,44%,39 of 89,2.12,2.93,59%,0.30,1.89,0.60,72%,11:05
Pawan Maan,0,1,0,,,37,India,44%,11 of 25,,,0.89,0.00,43%,0.00,2.98,0.00,,12:24
William Macario,8,3,0,71.00,75.00,31,United States,55%,200 of 364,45%,,4.92,1.85,66%,0.00,3.96,0.00,79%,10:09
Ryan MacDonald,10,2,0,71.00,71.00,30,"North Platte, United States",29%,45 of 155,0%,,2.28,0.00,46%,0.00,6.49,0.00,,09:52
Jason MacDonald,26,16,0,75.00,,48,"New Glasgow, Canada",53%,130 of 246,16%,,1.55,1.43,47%,0.00,2.70,1.97,35%,05:59
Rory MacDonald,18,4,0,72.00,76.00,33,"Quesnel, Canada",42%,667 of 1570,48%,,3.75,1.77,62%,0.08,2.80,0.42,89%,13:42
Rob MacDonald,4,3,0,75.00,,44,"Capreol, Canada",50%,15 of 30,80%,,1.80,7.19,47%,0.00,2.04,5.39,80%,02:47
Veronica Hardy,8,4,1,64.00,64.00,28,Venezuela,45%,269 of 592,41%,1 of 17,3.27,1.27,47%,0.00,4.10,0.36,57%,11:46
Valesca Machado,0,1,0,64.00,63.50,27,,33%,36 of 110,,,2.40,0.00,64%,0.00,2.87,0.00,77%,15:00
Caio Machado,8,2,1,76.00,78.00,29,"State of São Paulo, Brazil",65%,197 of 305,0%,,6.57,0.00,65%,0.00,1.87,0.00,82%,15:00
Ian Machado Garry,13,0,0,75.00,74.50,26,"Dublin, Ireland",57%,449 of 792,75%,,6.67,0.67,54%,0.89,3.58,0.00,69%,11:13
Lyoto Machida,24,8,0,73.00,74.00,45,"Salvador, Brazil",53%,964 of 1810,65%,,2.59,1.21,62%,0.69,1.57,0.40,76%,11:37
Anthony Macias,0,0,0,0.00,,52,United States,,,65%,,,,,,,,,
Pauline Macias,0,1,0,,,34,"Los Angeles, United States",29%,12 of 41,18%,,0.80,2.00,43%,0.00,4.60,0.00,,15:00
Reza Madadi,14,6,0,71.00,72.00,45,"Teheran, Iran",47%,226 of 486,34%,19 of 56,2.51,3.17,67%,0.00,3.31,0.50,89%,12:51
Don Madge,9,3,1,72.00,72.50,32,"Cape Town, South Africa",53%,42 of 80,25%,,2.08,2.22,67%,1.48,0.74,0.74,80%,10:07
Ryan Madigan,5,1,0,72.00,,,"Orrville, United States",0%,0 of 2,,,0.00,0.00,48%,0.00,3.35,0.00,,03:35
Victor Madrigal,0,1,0,,,,,39%,7 of 18,0%,,2.31,0.00,51%,0.00,9.56,0.00,,03:02
Jon Madsen,7,1,0,72.00,,43,"Orange County, United States",41%,140 of 341,71%,,2.46,1.32,81%,0.00,1.18,0.00,70%,11:22
Mark Madsen,12,2,0,68.00,72.00,39,Denmark,49%,224 of 453,67%,1 of 18,3.56,2.86,52%,0.00,3.97,0.00,63%,10:30
Leonardo Mafra,12,3,0,70.00,70.00,34,"Balneario Camboriu, Brazil",48%,161 of 332,83%,,4.55,2.12,44%,0.00,4.38,0.42,69%,08:51
Bernardo Magalhaes,11,3,0,69.00,,41,Brazil,27%,54 of 200,0%,,1.80,0.00,68%,0.00,3.37,0.50,,15:00
Caio Magalhaes,9,3,0,73.00,73.00,35,"Sobra, Brazil",40%,129 of 321,15%,,2.27,1.05,56%,0.53,2.78,1.58,58%,08:08
Vinny Magalhaes,11,7,0,75.00,79.00,39,"Rio de Janeiro, Brazil",24%,83 of 339,44%,,2.14,1.55,68%,0.00,3.97,0.77,67%,07:45
Angela Magana,11,9,0,61.00,65.00,39,"Los Angeles, United States",29%,57 of 200,25%,,1.53,0.40,42%,0.00,4.92,0.40,29%,12:24
Neil Magny,28,12,0,75.00,80.00,35,"Brooklyn, United States",46%,1356 of 2944,41%,41 of 142,3.45,2.22,53%,0.08,2.40,0.27,56%,12:40
Raimond Magomedaliev,0,1,0,,,,,42%,60 of 143,0%,,4.07,0.00,42%,0.00,4.75,0.00,,14:45
Rashid Magomedov,20,2,0,69.00,70.50,38,"Dagestan Republic, Russia",49%,396 of 807,57%,4 of 7,4.40,0.67,55%,0.83,3.05,0.17,89%,15:00
Ruslan Magomedov,14,1,0,75.00,78.00,36,"Dagestan Republic, Russia",48%,181 of 378,100%,1 of 1,4.02,0.33,66%,0.33,1.47,0.00,89%,15:00
Shara Magomedov,12,0,0,73.98,,29,"Republic of Dagestan, Russia",73%,113 of 154,,,7.53,0.00,29%,0.00,4.33,0.00,57%,15:00
Abus Magomedov,25,6,1,74.00,78.00,33,"Argun, Russia",43%,92 of 215,50%,,3.73,0.61,55%,0.61,5.36,0.00,100%,08:13
Zabit Magomedsharipov,18,1,0,73.00,73.00,32,"Dagestan Republic, Russia",48%,380 of 784,56%,23 of 48,4.89,5.22,65%,0.00,3.00,0.77,78%,12:56
John Maguire,18,6,0,69.00,69.00,37,United Kingdom,42%,98 of 236,46%,,1.41,2.80,65%,0.00,2.44,1.08,78%,13:56
Maheshate,9,3,0,72.00,71.50,23,"Xinjiang, China",27%,113 of 426,0%,,2.91,0.00,50%,0.77,4.86,0.00,45%,09:43
Bill Mahood,12,3,1,72.00,,56,"Prince George, Canada",100%,1 of 1,,,0.43,0.00,18%,0.00,6.09,0.00,,02:18
Demian Maia,28,11,0,73.00,72.00,45,"Sao Paulo, Brazil",44%,739 of 1696,25%,60 of 274,1.80,2.49,64%,0.04,2.07,0.99,62%,12:25
Nayara Maia,0,1,0,,,32,,36%,9 of 25,33%,,0.60,1.00,44%,0.00,3.33,1.00,,15:00
Jennifer Maia,21,10,1,64.00,64.00,34,"Curitiba, Brazil",39%,781 of 2022,28%,,4.35,0.42,56%,0.00,4.52,0.08,59%,14:57
Roshan Mainam,0,0,0,,,27,,,,28%,,,,,,,,,00:00
Levan Makashvili,10,2,1,68.00,68.00,34,"Gori, United States",55%,129 of 236,42%,,2.87,3.67,61%,0.00,2.07,0.00,85%,15:00
John Makdessi,18,9,0,68.00,68.00,38,"Halifax, Canada",50%,1340 of 2690,0%,,5.52,0.00,68%,0.37,4.15,0.00,86%,12:08
Islam Makhachev,25,1,0,70.00,70.50,31,"Dagestan Republic, Russia",60%,361 of 598,61%,13 of 51,2.46,3.17,62%,0.41,1.27,1.02,91%,09:46
Bilyal Makhov,,,,,,35,"USSR, Russia",,,61%,13 of 51,,,,,,,,
Zach Makovsky,19,8,0,64.00,64.00,40,"Easton, United States",43%,204 of 474,31%,,1.94,3.71,62%,0.00,2.24,0.29,57%,15:00
Azat Maksum,17,0,0,67.00,68.00,28,Kazakhstan,24%,46 of 189,18%,2 of 11,3.07,2.00,62%,0.00,5.40,0.00,,15:00
Fabio Maldonado,22,9,0,73.00,75.00,43,"Sorocaba, Brazil",59%,717 of 1218,57%,,5.29,0.44,54%,0.11,4.31,0.55,62%,12:19
Bea Malecki,4,1,0,69.00,74.00,31,"Stockholm, Sweden",46%,184 of 400,,,6.84,0.00,62%,0.00,6.96,1.12,79%,08:58
Nazareno Malegarie,28,5,0,68.00,70.00,,Argentina,35%,58 of 166,33%,,3.87,1.00,70%,0.00,3.27,0.00,,15:00
Jacob Malkoun,7,3,0,69.00,73.00,27,"Sydney, Australia",57%,251 of 443,44%,14 of 70,3.89,7.20,51%,0.00,2.49,0.46,,10:46
Mike Malott,10,1,1,73.00,73.00,31,"Cleveland, United States",42%,125 of 295,56%,,4.21,2.53,56%,1.01,3.07,1.52,,05:56
Troy Mandaloniz,3,2,0,69.00,,43,"Hilo, United States",57%,68 of 120,67%,,3.52,3.10,63%,1.55,4.71,0.00,57%,09:40
Nate Maness,15,3,0,70.00,72.00,30,"Jackson, United States",48%,120 of 248,75%,3 of 4,2.33,0.87,41%,0.58,4.29,0.29,78%,08:35
Gary Mangat,0,0,0,,,,,,,75%,3 of 4,,,,,,,,00:00
Jon Manley,7,3,0,73.00,,36,"Adams, United States",20%,17 of 85,8%,,1.13,1.00,46%,0.00,4.33,0.00,20%,15:00
Marnic Mann,6,2,0,60.00,64.00,30,"Kalispell, United States",43%,27 of 63,30%,,1.10,1.83,32%,0.00,4.93,0.00,17%,12:17
Jimi Manuwa,17,6,0,73.00,79.50,43,"Sacramento, United States",54%,289 of 533,19%,3 of 16,3.43,0.53,49%,0.53,3.97,0.36,71%,07:02
William Marcario,,,,,,31,Brazil,,,19%,3 of 16,,,,,,,,
Cristiano Marcello,13,6,0,69.00,72.00,45,"Rio de Janeiro, Brazil",34%,170 of 507,12%,,3.21,0.57,58%,0.00,4.63,0.28,20%,13:13
Daniel Marcos,15,0,0,67.00,69.00,30,"Lima, Peru",47%,182 of 390,50%,,4.88,0.40,70%,0.80,3.70,0.00,89%,12:26
Jose Maria,33,5,0,65.00,,,"Limoeira do Norte, Brazil",53%,62 of 116,27%,,3.20,2.32,52%,0.00,3.98,2.32,33%,09:41
Enrique Marin,9,4,0,68.00,74.00,36,"Huntington Beach, United States",33%,43 of 130,38%,,1.43,2.50,51%,0.00,3.00,1.00,60%,15:00
Jesse Mariotti,,,,,,26,,,,38%,,,,,,,,,
Chepe Mariscal,15,6,0,67.00,69.00,30,"Cicero, United States",53%,109 of 204,38%,4 of 13,4.67,3.22,52%,0.00,3.95,0.64,100%,11:40
Ronny Markes,14,3,0,73.00,75.00,,Brazil,53%,125 of 234,40%,,2.17,3.13,46%,0.00,2.43,0.52,100%,11:30
Rory Markham,16,6,0,71.00,,41,"Oak Lawn, United States",22%,11 of 51,,,1.98,0.00,45%,2.70,10.27,0.00,,01:51
Randa Markos,11,12,1,64.00,63.50,37,"Baghdad, Iraq",44%,674 of 1544,29%,13 of 59,2.97,1.12,59%,0.00,3.10,0.20,53%,12:37
Christina Marks,8,9,0,67.00,69.00,37,"San Diego, United States",59%,10 of 17,100%,,5.00,7.50,65%,0.00,3.00,0.00,,02:00
Brendon Marotte,8,2,0,69.00,72.00,27,United States,100%,1 of 1,,,3.00,0.00,33%,0.00,42.00,0.00,,00:20
Nate Marquardt,38,19,2,72.00,74.00,44,United States,49%,762 of 1543,51%,,2.71,1.87,56%,0.69,2.32,0.85,71%,10:24
Danilo Marques,11,4,0,78.00,77.00,37,"São Paulo, Brazil",80%,55 of 69,29%,,1.44,3.93,52%,0.00,2.52,0.79,,09:32
Julian Marquez,9,4,0,74.00,72.00,33,"Kansas City, United States",45%,311 of 692,0%,,4.86,0.00,51%,0.47,4.99,2.58,53%,09:08
Carmelo Marrero,10,2,1,72.00,,42,"Douglasville, United States",34%,43 of 125,37%,,0.84,3.21,54%,0.00,2.04,0.87,36%,10:18
Dallas Marron,,,,,,,,,,37%,,,,,,,,,
Cesar Marscucci,0,0,0,,,,Brazil,,,37%,,,,,,,,,
John Marsh,12,4,0,72.00,,52,"Torrance, United States",51%,18 of 35,100%,,1.20,1.00,40%,1.00,5.20,1.00,55%,15:00
Eliot Marshall,11,5,0,75.00,,42,"Franklinville, United States",27%,123 of 455,33%,,1.93,0.47,68%,0.24,2.39,0.94,79%,10:37
Doug Marshall,7,2,0,70.00,,47,"Visalia, United States",51%,38 of 74,,,7.97,0.00,62%,3.15,6.29,6.29,,02:29
Francis Marshall,7,2,0,69.00,72.00,24,"Manasquan, United States",33%,150 of 452,50%,1 of 18,3.66,3.29,54%,0.37,4.07,0.73,,10:16
Jack Marshman,23,10,0,72.00,73.00,33,"Abertillery, United Kingdom",26%,224 of 875,,,2.74,0.00,57%,0.55,4.19,0.00,20%,10:13
Eric Martin,1,0,0,0.00,,,United States,26%,224 of 875,,,,,,,,,,
Anthony Rocco Martin,17,6,0,72.00,73.50,33,"Palos Heights, United States",37%,511 of 1374,27%,8 of 33,2.68,0.71,58%,0.16,2.59,1.02,69%,12:43
Terry Martin,18,4,0,69.00,,42,"Chicago, United States",44%,191 of 436,42%,,2.82,3.10,54%,0.66,3.13,0.00,92%,06:46
Mallory Martin,7,5,0,64.00,63.00,29,"Denver, United States",49%,204 of 417,44%,,4.42,2.28,55%,0.00,6.64,0.33,25%,09:13
Justin Martin,,,,,,,,,,44%,,,,,,,,,
Michal Martinek,0,0,0,,,33,,53%,8 of 15,0%,,2.45,0.00,52%,0.00,4.29,0.00,,03:16
Rainy Martinez,0,0,0,0.00,,,"Tucson, United States",,,0%,,,,,,,,,
Henry Martinez,9,3,0,67.00,,,United States,25%,106 of 417,0%,,2.79,0.00,60%,0.00,4.01,0.00,80%,12:39
Danny Martinez,18,7,0,65.00,,38,United States,29%,205 of 709,45%,,2.73,3.00,64%,0.20,3.77,0.00,37%,15:00
Victor Martinez,13,5,0,68.00,70.00,31,"San Juan, United States",50%,151 of 300,50%,,8.65,0.86,55%,0.00,7.45,0.00,80%,08:44
Mana Martinez,10,4,0,70.00,70.00,27,"Houston, United States",49%,270 of 552,43%,2 of 7,4.33,0.72,50%,0.96,4.94,0.48,25%,12:28
Melissa Martinez,7,1,0,62.00,66.00,25,Mexico,58%,45 of 78,50%,1 of 2,3.00,1.00,46%,0.00,2.53,0.00,,15:00
Jonathan Martinez,18,4,0,68.00,70.00,29,"Los Angeles, United States",50%,787 of 1563,42%,1 of 12,4.64,0.44,58%,0.80,3.76,0.09,69%,13:03
Roque Martinez,15,8,2,70.00,72.00,37,"Tamuning, United States",54%,129 of 240,50%,,3.28,0.38,56%,0.00,4.90,0.38,54%,13:07
Lucas Martins,16,3,0,72.00,72.00,34,"Montes Claros, Brazil",36%,177 of 494,0%,,2.87,0.00,60%,0.73,4.14,0.49,77%,08:48
Adriano Martins,28,9,0,69.00,72.00,40,"Manaus, Brazil",39%,130 of 336,80%,4 of 5,1.80,0.83,65%,0.62,2.14,0.41,82%,09:43
Bristol Marunde,12,9,0,73.00,71.00,41,United States,22%,40 of 182,33%,,1.42,1.60,47%,0.00,4.40,0.00,14%,09:24
Kazuma Maruyama,0,1,0,,,30,,,,33%,,,,,,,,,00:00
Mike Massenzio,13,7,0,74.00,,,United States,45%,114 of 253,24%,,2.08,2.74,54%,0.27,3.59,1.37,50%,07:50
Tiffany Masters,2,1,0,63.00,65.00,28,"Fond du Lac, United States",63%,52 of 83,60%,,3.53,3.06,51%,0.00,2.58,0.00,,14:43
Jorge Masvidal,35,17,0,71.00,74.00,38,"Miami, United States",48%,1541 of 3211,59%,15 of 59,4.05,1.38,64%,0.43,3.05,0.32,73%,13:35
Al Matavao,0,1,0,,,29,American Samoa,47%,55 of 118,,,7.84,0.00,59%,0.00,6.70,0.00,,07:01
Eduardo Matias Torres,0,1,0,,,,Chile,35%,8 of 23,33%,,1.10,2.06,65%,0.00,1.24,0.00,50%,07:16
Tateki Matsuda,10,7,0,67.00,65.00,37,United States,35%,96 of 278,0%,,3.20,0.00,69%,0.00,3.43,0.00,17%,15:00
Koyomi Matsushima,1,1,0,,,30,,47%,81 of 172,53%,,2.70,9.00,60%,0.50,2.83,0.00,33%,15:00
Connor Matthews,1,1,0,,,31,"Fall River, United States",44%,154 of 347,58%,,5.13,3.50,56%,0.00,5.57,1.00,50%,15:00
Jake Matthews,19,7,0,71.50,73.00,29,"Preston, Australia",45%,715 of 1584,40%,17 of 57,3.30,1.59,61%,0.35,2.56,0.62,63%,11:23
John Matua,0,0,0,0.00,,,"Garden Grove, United States",,,40%,17 of 57,,,,,,,,
Francesco Maturi,0,0,0,0.00,,,United States,,,40%,17 of 57,,,,,,,,
Vladimir Matyushenko,26,7,0,72.00,,52,Russia,46%,193 of 420,40%,,1.95,2.89,60%,0.15,1.98,0.15,71%,08:14
Miranda Maverick,14,5,0,63.50,65.50,26,"Jefferson City, United States",47%,369 of 789,48%,8 of 33,3.71,2.41,59%,0.00,2.62,0.45,42%,12:26
Nick Maximov,8,2,0,72.00,76.00,25,"Bend, United States",45%,118 of 261,46%,15 of 37,1.93,4.16,46%,0.00,2.64,0.24,36%,12:15
Jack May,7,2,0,80.00,80.00,,"Santa Clara, United States",38%,25 of 65,33%,1 of 3,1.52,0.91,33%,0.00,3.29,0.00,20%,08:13
Don'Tale Mayes,10,6,0,78.00,81.00,31,"Louisville, United States",45%,477 of 1069,44%,,3.60,0.79,46%,0.23,3.84,0.00,61%,12:03
Gray Maynard,14,8,1,69.00,70.00,44,"Phoenix, United States",33%,493 of 1515,48%,50 of 105,1.92,2.91,67%,0.35,2.64,0.70,81%,12:52
Gina Mazany,7,6,0,66.00,68.50,34,"Anchorage, United States",51%,245 of 481,53%,7 of 36,3.73,4.34,50%,0.23,3.52,0.23,33%,08:12
Sabina Mazo,9,4,0,67.00,70.00,26,"Medellin, Colombia",44%,562 of 1285,80%,,6.10,0.65,57%,0.16,4.35,0.16,59%,13:09
Scott McAfee,6,0,0,68.00,,39,"Fairbanks, United States",,,80%,,0.00,0.00,50%,0.00,1.33,0.00,,02:15
Michael McBride,8,3,0,73.00,75.00,37,"Webster City, United States",49%,99 of 203,43%,3 of 7,4.08,1.85,41%,0.00,5.85,1.24,30%,12:09
Ian McCall,13,5,1,65.00,,39,"Newport Beach, United States",39%,441 of 1124,30%,11 of 56,3.59,2.08,67%,0.00,3.25,0.00,89%,13:39
Molly McCann,13,6,0,64.00,62.00,33,"England, United Kingdom",50%,672 of 1346,35%,,5.68,1.65,64%,0.25,4.90,0.51,43%,10:46
Charles McCarthy,10,5,0,72.00,,42,"Miami, United States",12%,3 of 25,60%,,0.18,2.67,56%,0.00,4.03,2.67,,05:38
Sean McCorkle,10,2,0,79.00,,46,"Indianapolis, United States",44%,12 of 27,40%,,0.85,2.12,52%,0.00,2.48,4.25,33%,04:43
Kris McCray,6,3,0,72.00,,41,"Schweinfurt Army Garrison, United States",45%,70 of 154,56%,,2.69,2.88,55%,0.00,2.57,0.00,38%,08:41
Tamdan McCrory,14,5,0,76.00,78.00,36,"Ithaca, United States",49%,163 of 332,50%,,2.07,2.28,47%,0.00,1.60,2.47,33%,07:54
Justin McCully,9,5,2,74.00,,47,"Washington, United States",38%,74 of 195,44%,,1.58,1.28,47%,0.32,2.02,0.00,44%,11:44
Bubba McDaniel,21,8,0,75.00,75.00,40,"Childress, United States",44%,53 of 120,50%,,1.64,0.93,57%,0.00,1.98,1.39,50%,10:47
Michael McDonald,17,4,0,69.00,70.00,32,"Modesto, United States",43%,223 of 521,67%,,2.69,1.09,57%,1.09,2.76,1.45,52%,08:17
Drew McFedries,8,6,0,72.00,,44,"Ames, United States",51%,108 of 211,100%,,5.13,1.42,52%,4.27,4.56,0.71,56%,02:20
Court McGee,22,12,0,71.00,75.50,38,"Ogden, United States",37%,1251 of 3371,26%,23 of 132,4.63,1.89,61%,0.17,3.68,0.44,70%,12:51
Gan McGee,12,2,0,82.00,,46,"Bismarck, United States",34%,43 of 127,25%,,2.02,1.41,59%,0.00,5.03,0.00,83%,05:19
Marcus McGhee,8,1,0,68.00,69.00,33,"Detroit, United States",48%,32 of 66,,,3.42,0.00,78%,3.20,1.81,1.60,100%,04:41
Ryan McGilivray,11,5,1,71.00,,36,"Edmonton, Canada",21%,19 of 91,0%,,1.27,0.00,52%,0.00,2.20,0.00,44%,15:00
Jack McGlaughlin,0,0,0,0.00,,,United States,,,0%,,,,,,,,,
Conor McGregor,22,6,0,69.00,74.00,34,"Dublin, Ireland",50%,599 of 1204,56%,,5.32,0.67,54%,1.73,4.66,0.13,67%,08:02
Sean Mcinerney,,,,,,36,,,,56%,,,,,,,,,
Antonio McKee,25,4,2,68.00,,53,United States,46%,28 of 61,33%,,1.37,1.47,74%,0.00,0.74,0.00,57%,11:48
Rhys McKee,13,5,0,74.00,78.00,27,"Ballymena, Ireland",49%,201 of 413,0%,,6.06,0.00,44%,0.00,9.47,0.00,33%,11:03
Cory McKenna,8,2,0,63.00,58.50,23,"Wales, United Kingdom",40%,199 of 495,56%,,3.01,2.04,49%,0.00,3.22,0.45,71%,13:13
Cody McKenzie,14,4,0,72.00,72.00,35,"Cordova, United States",34%,94 of 274,25%,,1.74,2.50,67%,0.00,2.50,2.50,14%,07:43
Tim McKenzie,12,6,0,72.00,,40,"Santa Clara, United States",54%,20 of 37,0%,,1.37,0.00,45%,0.00,2.96,2.06,29%,04:51
Terrance McKinney,15,6,0,70.00,73.50,28,United States,52%,133 of 254,37%,,4.46,3.52,45%,1.51,2.51,1.01,86%,03:19
Garreth McLellan,13,6,0,73.00,72.00,41,South Africa,54%,185 of 340,22%,,3.56,1.15,45%,0.00,2.94,0.86,35%,10:24
Sara McMann,13,6,0,66.00,66.00,42,"Takoma Park, United States",46%,410 of 885,65%,,2.26,4.38,48%,0.08,1.92,0.50,50%,10:41
James McSweeney,13,7,0,76.00,,42,"London, United Kingdom",55%,113 of 205,33%,,3.94,0.52,42%,0.00,4.33,1.05,100%,09:33
Tim Means,33,15,1,74.00,75.00,39,"Wilburton, United States",49%,1445 of 2938,42%,8 of 52,5.10,1.16,60%,0.58,3.65,0.16,65%,10:08
Yancy Medeiros,15,8,0,70.00,75.50,35,"Makaha, United States",37%,600 of 1608,50%,1 of 6,4.36,0.33,47%,0.98,5.67,0.65,74%,08:28
Anistavio Medeiros,15,8,0,66.00,,35,Brazil,44%,8 of 18,,,3.64,0.00,48%,0.00,5.00,0.00,,02:12
Marquel Mederos,,,,,,,,44%,8 of 18,,,,,,,,,,
Uroš Medić,9,2,0,73.00,71.00,30,"Novi Sad, Serbia",61%,213 of 351,100%,,5.64,0.40,58%,2.38,3.18,0.00,47%,06:18
Todd Medina,0,0,0,0.00,,,"Santa Ana, United States",,,100%,,,,,,,,,
Emil Meek,9,5,1,71.00,74.50,34,"Trondheim, Norway",39%,151 of 383,33%,1 of 3,2.52,0.25,39%,0.00,2.53,1.00,48%,15:00
Alton Meeks,3,0,0,75.00,,29,"Gainesville, United States",43%,3 of 7,25%,,0.71,7.06,39%,0.00,4.47,0.00,,04:15
Gerald Meerschaert,35,17,0,73.00,77.50,35,"Racine, United States",45%,517 of 1155,38%,6 of 56,3.30,2.01,53%,0.29,3.50,1.53,34%,08:15
Jordan Mein,30,12,0,72.00,73.00,33,"Lethbridge, Canada",45%,450 of 1008,58%,14 of 24,3.35,1.56,69%,0.34,2.55,0.22,67%,11:11
Brian Melancon,7,3,0,68.00,72.00,41,"Houston, United States",49%,31 of 63,100%,,4.18,2.02,65%,2.02,3.64,0.00,67%,03:43
Gilbert Melendez,22,8,0,69.00,73.00,41,"Santa Ana, United States",33%,1292 of 3892,41%,3 of 99,3.44,1.64,63%,0.24,2.53,0.20,72%,15:14
Dominik Melendez,,,,,,,,,,41%,3 of 99,,,,,,,,
Marcello Mello,0,0,0,0.00,,,United States,,,41%,3 of 99,,,,,,,,
Vanessa Melo,11,8,0,65.00,65.00,35,"Taboao da Serra, Brazil",31%,209 of 679,0%,,3.48,0.00,59%,0.00,6.13,0.00,71%,15:00
Antonio Mendes,14,4,0,75.00,,42,United States,47%,8 of 17,50%,,1.34,2.51,23%,2.51,6.85,0.00,100%,03:00
Augusto Mendes,6,2,0,66.00,65.00,40,"Rio De Janeiro, Brazil",35%,83 of 238,33%,4 of 12,2.42,1.75,56%,0.44,3.91,0.00,80%,11:26
Chad Mendes,18,5,0,66.00,66.00,38,"Hanford, United States",50%,454 of 910,56%,24 of 81,2.78,4.13,67%,0.73,2.35,0.28,100%,09:05
Eddie Mendez,0,0,0,70.00,,39,"Van Nuys, United States",33%,4 of 12,,,1.71,0.00,11%,0.00,3.43,0.00,,02:20
Mateus Mendonça,10,2,0,66.00,71.50,24,"Pindaré Mirim, Brazil",38%,41 of 107,14%,2 of 14,2.00,1.47,27%,1.47,6.25,0.00,40%,06:49
Pietro Menga,13,0,0,67.00,68.00,,"Salford, United Kingdom",,,14%,2 of 14,,,,,,,,00:00
Alonzo Menifield,15,3,1,72.00,76.00,36,"Los Angeles, United States",58%,436 of 755,33%,,3.92,0.67,50%,0.81,3.51,0.27,76%,07:25
Ivan Menjivar,25,12,0,66.00,,41,United States,38%,299 of 790,29%,,2.78,0.56,66%,0.28,2.76,0.98,39%,09:46
Dave Menne,35,6,1,70.00,,48,"Forest Lake, United States",44%,121 of 272,50%,,1.84,0.46,43%,0.00,1.99,2.51,57%,10:58
Joe Merritt,7,1,0,72.00,73.00,39,United States,59%,23 of 39,0%,,1.53,0.00,67%,0.00,0.73,0.00,69%,15:00
Jonathan Meunier,8,1,0,75.00,75.00,35,"Québec City, Canada",51%,90 of 178,33%,1 of 3,3.47,0.58,70%,0.00,1.43,0.00,59%,12:57
Yaotzin Meza,21,11,0,69.00,74.00,42,"Santa Ana, United States",41%,121 of 294,20%,,1.43,1.06,65%,0.00,1.62,1.42,18%,12:06
Guy Mezger,44,13,6,73.00,,55,"Dallas, United States",,,20%,,,,,,,,,
Andreas Michailidis,13,6,0,72.00,76.00,34,"Athens, Greece",52%,117 of 227,27%,3 of 11,2.90,1.12,44%,0.00,3.57,0.00,50%,10:05
David Michaud,8,1,0,69.00,72.00,34,United States,43%,135 of 313,58%,,3.25,2.53,54%,0.00,4.45,0.72,77%,13:52
Christophe Midoux,9,5,0,73.00,,48,"Nice, France",20%,2 of 10,,,0.34,0.00,49%,0.00,4.94,0.00,,05:52
Keith Mielke,0,0,0,0.00,,,United States,20%,2 of 10,,,,,,,,,,
Bojan Mihajlovic,10,5,0,71.00,73.00,43,"Odzaci, Serbia",36%,26 of 73,0%,,1.23,0.00,48%,0.00,5.95,0.00,33%,07:04
Pat Miletich,27,5,2,70.00,,57,"Davenport, United States",45%,55 of 122,100%,,1.79,1.96,64%,0.49,1.66,0.98,55%,07:40
Curtis Millender,17,5,0,74.00,76.00,35,"Los Angeles, United States",46%,269 of 582,100%,1 of 2,3.86,0.43,61%,0.43,2.95,0.00,57%,10:35
Cole Miller,21,11,0,73.00,74.00,39,"Augusta, United States",33%,605 of 1816,36%,,3.00,0.60,59%,0.30,3.88,1.79,39%,10:05
Dan Miller,14,8,0,73.00,74.00,41,United States,36%,309 of 850,55%,,2.03,1.67,50%,0.20,3.06,1.77,47%,10:10
Jim Miller,36,17,0,68.00,71.00,39,"Newton, United States",42%,1153 of 2777,43%,36 of 97,2.86,1.56,59%,0.22,3.08,1.75,48%,09:36
Phillip Miller,15,0,0,72.00,,44,"Salt Lake City, United States",54%,40 of 74,25%,,1.61,3.62,51%,0.00,1.93,0.60,100%,12:25
Jason Miller,24,10,0,73.00,,42,"Atlanta, United States",33%,85 of 255,17%,2 of 24,1.45,1.02,49%,0.00,4.51,1.28,44%,14:39
Juliana Miller,4,3,0,67.00,66.00,27,"San Diego, United States",45%,108 of 239,44%,4 of 9,3.31,1.84,33%,0.00,4.75,1.84,,10:53
Mo Miller,1,0,0,68.00,72.50,30,"Plainfield, United States",46%,28 of 61,80%,,1.87,4.00,61%,0.00,1.33,0.00,,15:00
Che Mills,15,6,0,73.00,,40,"Gloucester, United Kingdom",52%,53 of 101,67%,,2.08,1.18,43%,1.18,2.87,0.00,59%,06:22
Adam Milstead,8,3,0,75.00,76.00,35,"Prince Frederick, United States",47%,127 of 271,,,3.85,0.00,43%,0.00,4.79,0.00,64%,08:15
Alberto Mina,13,1,0,72.00,77.50,41,"Campina Grande, Brazil",39%,131 of 336,21%,5 of 24,3.23,1.85,47%,1.11,3.70,0.00,50%,10:09
Zhang Mingyang,1,0,0,,,24,"Fuyang, China",56%,35 of 62,,,8.86,0.00,59%,3.80,5.57,0.00,,03:57
Darrick Minner,26,14,0,67.00,69.50,33,"Auburn, United States",66%,131 of 200,73%,8 of 11,2.63,2.40,36%,0.30,2.28,2.71,67%,07:08
Ikuhisa Minowa,0,0,0,0.00,,47,United States,,,73%,8 of 11,,,,,,,,
